frame.time,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport
"Jul 10, 2025 10:39:14.618956068 CEST",,,,,
"Jul 10, 2025 10:39:14.809878427 CEST",,,,,
"Jul 10, 2025 10:39:14.831707361 CEST",,,,,
"Jul 10, 2025 10:39:14.960193900 CEST","10.74.16.187","224.0.0.251","17",,
"Jul 10, 2025 10:39:14.961211093 CEST",,,,,
"Jul 10, 2025 10:39:14.988633837 CEST",,,,,
"Jul 10, 2025 10:39:15.010614437 CEST",,,,,
"Jul 10, 2025 10:39:15.265001889 CEST",,,,,
"Jul 10, 2025 10:39:15.443358656 CEST",,,,,
"Jul 10, 2025 10:39:15.458846175 CEST","10.74.17.107","224.0.0.251","17",,
"Jul 10, 2025 10:39:15.458892333 CEST",,,,,
"Jul 10, 2025 10:39:15.464314925 CEST",,,,,
"Jul 10, 2025 10:39:15.833246760 CEST",,,,,
"Jul 10, 2025 10:39:16.018898121 CEST",,,,,
"Jul 10, 2025 10:39:16.093753995 CEST","10.74.17.22","224.0.0.251","17",,
"Jul 10, 2025 10:39:16.107929621 CEST",,,,,
"Jul 10, 2025 10:39:16.189323282 CEST","10.74.17.107","224.0.0.251","17",,
"Jul 10, 2025 10:39:16.189324104 CEST",,,,,
"Jul 10, 2025 10:39:16.297760335 CEST",,,,,
"Jul 10, 2025 10:39:16.321349876 CEST",,,,,
"Jul 10, 2025 10:39:16.321350380 CEST","10.74.18.1","224.0.0.251","17",,
"Jul 10, 2025 10:39:16.584233770 CEST","10.74.17.22","239.255.255.250","17",,
"Jul 10, 2025 10:39:16.658293683 CEST",,,,,
"Jul 10, 2025 10:39:16.676204107 CEST","10.74.16.43","239.254.127.63","17",,
"Jul 10, 2025 10:39:16.699908819 CEST","10.74.16.43","239.254.127.63","17",,
"Jul 10, 2025 10:39:16.705918437 CEST",,,,,
"Jul 10, 2025 10:39:16.707391699 CEST",,,,,
"Jul 10, 2025 10:39:16.845947229 CEST",,,,,
"Jul 10, 2025 10:39:16.857323602 CEST",,,,,
"Jul 10, 2025 10:39:16.966335564 CEST",,,,,
"Jul 10, 2025 10:39:17.027543592 CEST",,,,,
"Jul 10, 2025 10:39:17.056670821 CEST","10.74.17.98","224.0.0.251","17",,
"Jul 10, 2025 10:39:17.056780975 CEST",,,,,
"Jul 10, 2025 10:39:17.264875383 CEST",,,,,
"Jul 10, 2025 10:39:17.287023140 CEST",,,,,
"Jul 10, 2025 10:39:17.293317010 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:17.294031294 CEST",,,,,
"Jul 10, 2025 10:39:17.294807670 CEST",,,,,
"Jul 10, 2025 10:39:17.303971952 CEST","10.74.16.43","239.254.127.63","17",,
"Jul 10, 2025 10:39:17.422297502 CEST",,,,,
"Jul 10, 2025 10:39:17.633213529 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:17.870562286 CEST",,,,,
"Jul 10, 2025 10:39:17.882611120 CEST",,,,,
"Jul 10, 2025 10:39:18.059126809 CEST",,,,,
"Jul 10, 2025 10:39:18.126391366 CEST",,,,,
"Jul 10, 2025 10:39:18.126392026 CEST","10.74.17.22","224.0.0.251","17",,
"Jul 10, 2025 10:39:18.328632036 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:18.384753855 CEST",,,,,
"Jul 10, 2025 10:39:18.591192711 CEST","10.74.17.22","239.255.255.250","17",,
"Jul 10, 2025 10:39:18.632960257 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:18.633510281 CEST",,,,,
"Jul 10, 2025 10:39:18.634209982 CEST",,,,,
"Jul 10, 2025 10:39:18.641575764 CEST","10.74.16.41","239.254.127.63","17",,
"Jul 10, 2025 10:39:18.671599330 CEST",,,,,
"Jul 10, 2025 10:39:18.673105963 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:18.698249339 CEST",,,,,
"Jul 10, 2025 10:39:18.737133355 CEST","0.0.0.0","255.255.255.255","17",,
"Jul 10, 2025 10:39:18.737189985 CEST",,,,,
"Jul 10, 2025 10:39:18.743573863 CEST",,,,,
"Jul 10, 2025 10:39:18.745892516 CEST",,,,,
"Jul 10, 2025 10:39:18.746660429 CEST",,,,,
"Jul 10, 2025 10:39:18.797624343 CEST",,,,,
"Jul 10, 2025 10:39:18.878942310 CEST",,,,,
"Jul 10, 2025 10:39:18.905271501 CEST",,,,,
"Jul 10, 2025 10:39:18.981289462 CEST",,,,,
"Jul 10, 2025 10:39:19.268471417 CEST",,,,,
"Jul 10, 2025 10:39:19.443314965 CEST",,,,,
"Jul 10, 2025 10:39:19.446047815 CEST",,,,,
"Jul 10, 2025 10:39:19.747257078 CEST","10.74.16.166","224.0.0.251","17",,
"Jul 10, 2025 10:39:19.751072726 CEST",,,,,
"Jul 10, 2025 10:39:19.810286934 CEST",,,,,
"Jul 10, 2025 10:39:19.929361852 CEST",,,,,
"Jul 10, 2025 10:39:19.971989173 CEST",,,,,
"Jul 10, 2025 10:39:20.073428113 CEST",,,,,
"Jul 10, 2025 10:39:20.098670913 CEST",,,,,
"Jul 10, 2025 10:39:20.312556250 CEST",,,,,
"Jul 10, 2025 10:39:20.401006618 CEST",,,,,
"Jul 10, 2025 10:39:20.500239610 CEST",,,,,
"Jul 10, 2025 10:39:20.690725171 CEST",,,,,
"Jul 10, 2025 10:39:20.738722069 CEST",,,,,
"Jul 10, 2025 10:39:20.752689273 CEST","10.74.16.166","224.0.0.251","17",,
"Jul 10, 2025 10:39:20.752807751 CEST",,,,,
"Jul 10, 2025 10:39:20.851266708 CEST",,,,,
"Jul 10, 2025 10:39:20.873401085 CEST",,,,,
"Jul 10, 2025 10:39:20.955345014 CEST",,,,,
"Jul 10, 2025 10:39:20.974108337 CEST",,,,,
"Jul 10, 2025 10:39:20.982153410 CEST",,,,,
"Jul 10, 2025 10:39:20.982153821 CEST","10.74.18.59","224.0.0.251","17",,
"Jul 10, 2025 10:39:21.270123110 CEST",,,,,
"Jul 10, 2025 10:39:21.375825097 CEST","10.74.17.116","10.74.19.255","17",,
"Jul 10, 2025 10:39:21.417299966 CEST",,,,,
"Jul 10, 2025 10:39:21.506885964 CEST",,,,,
"Jul 10, 2025 10:39:21.718172159 CEST","10.74.16.142","224.0.0.251","17",,
"Jul 10, 2025 10:39:21.718173060 CEST",,,,,
"Jul 10, 2025 10:39:21.720272704 CEST",,,,,
"Jul 10, 2025 10:39:21.724370961 CEST","10.74.16.142","224.0.0.251","17",,
"Jul 10, 2025 10:39:21.725993990 CEST",,,,,
"Jul 10, 2025 10:39:21.727001314 CEST","10.74.16.142","224.0.0.251","17",,
"Jul 10, 2025 10:39:21.729942202 CEST",,,,,
"Jul 10, 2025 10:39:21.977346395 CEST",,,,,
"Jul 10, 2025 10:39:22.111089221 CEST",,,,,
"Jul 10, 2025 10:39:22.149101596 CEST",,,,,
"Jul 10, 2025 10:39:22.530955283 CEST",,,,,
"Jul 10, 2025 10:39:22.746726372 CEST","10.74.16.142","224.0.0.251","17",,
"Jul 10, 2025 10:39:22.746727250 CEST",,,,,
"Jul 10, 2025 10:39:22.781814707 CEST",,,,,
"Jul 10, 2025 10:39:22.860333308 CEST",,,,,
"Jul 10, 2025 10:39:22.964763033 CEST",,,,,
"Jul 10, 2025 10:39:23.001359917 CEST",,,,,
"Jul 10, 2025 10:39:23.126006179 CEST",,,,,
"Jul 10, 2025 10:39:23.199202356 CEST","10.74.17.228","239.255.255.250","17",,
"Jul 10, 2025 10:39:23.268934928 CEST",,,,,
"Jul 10, 2025 10:39:23.379541159 CEST","10.74.16.247","224.0.0.251","17",,
"Jul 10, 2025 10:39:23.379541699 CEST",,,,,
"Jul 10, 2025 10:39:23.457743379 CEST",,,,,
"Jul 10, 2025 10:39:23.496989688 CEST","10.74.17.228","239.255.255.250","17",,
"Jul 10, 2025 10:39:23.634402013 CEST",,,,,
"Jul 10, 2025 10:39:23.758402072 CEST","10.74.16.166","224.0.0.251","17",,
"Jul 10, 2025 10:39:23.758402943 CEST",,,,,
"Jul 10, 2025 10:39:23.792083263 CEST","10.74.16.142","224.0.0.251","17",,
"Jul 10, 2025 10:39:23.792083747 CEST",,,,,
"Jul 10, 2025 10:39:23.810606471 CEST","10.74.17.228","239.255.255.250","17",,
"Jul 10, 2025 10:39:24.025958925 CEST",,,,,
"Jul 10, 2025 10:39:24.110570002 CEST","10.74.17.22","224.0.0.251","17",,
"Jul 10, 2025 10:39:24.116581250 CEST",,,,,
"Jul 10, 2025 10:39:24.147297217 CEST",,,,,
"Jul 10, 2025 10:39:24.389262077 CEST",,,,,
"Jul 10, 2025 10:39:24.389263722 CEST","10.74.16.247","224.0.0.251","17",,
"Jul 10, 2025 10:39:24.410751537 CEST",,,,,
"Jul 10, 2025 10:39:24.603302091 CEST","0.0.0.0","255.255.255.255","17",,
"Jul 10, 2025 10:39:24.603388959 CEST",,,,,
"Jul 10, 2025 10:39:24.604505469 CEST",,,,,
"Jul 10, 2025 10:39:24.811400076 CEST",,,,,
"Jul 10, 2025 10:39:24.826306268 CEST",,,,,
"Jul 10, 2025 10:39:24.985127645 CEST",,,,,
"Jul 10, 2025 10:39:25.049458054 CEST",,,,,
"Jul 10, 2025 10:39:25.269028418 CEST",,,,,
"Jul 10, 2025 10:39:25.439012282 CEST",,,,,
"Jul 10, 2025 10:39:25.443762867 CEST","10.74.18.51","10.74.16.245","6","3000","50927"
"Jul 10, 2025 10:39:25.532880933 CEST","10.74.16.245","10.74.18.51","6","50927","3000"
"Jul 10, 2025 10:39:25.697335727 CEST","10.74.16.41","239.254.127.63","17",,
"Jul 10, 2025 10:39:25.698519898 CEST",,,,,
"Jul 10, 2025 10:39:25.699462964 CEST",,,,,
"Jul 10, 2025 10:39:25.704853248 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:25.946676073 CEST",,,,,
"Jul 10, 2025 10:39:26.073326566 CEST",,,,,
"Jul 10, 2025 10:39:26.109111663 CEST",,,,,
"Jul 10, 2025 10:39:26.186133606 CEST",,,,,
"Jul 10, 2025 10:39:26.267753251 CEST",,,,,
"Jul 10, 2025 10:39:26.274171326 CEST",,,,,
"Jul 10, 2025 10:39:26.305757453 CEST",,,,,
"Jul 10, 2025 10:39:26.620517724 CEST",,,,,
"Jul 10, 2025 10:39:26.739255515 CEST","10.74.16.159","10.74.19.255","17",,
"Jul 10, 2025 10:39:26.756574045 CEST","10.74.17.220","224.0.0.251","17",,
"Jul 10, 2025 10:39:26.756574485 CEST",,,,,
"Jul 10, 2025 10:39:26.826676813 CEST",,,,,
"Jul 10, 2025 10:39:26.850255844 CEST",,,,,
"Jul 10, 2025 10:39:26.887712178 CEST","10.74.17.221","255.255.255.255","17",,
"Jul 10, 2025 10:39:26.887712635 CEST","10.74.17.221","255.255.255.255","17",,
"Jul 10, 2025 10:39:26.926363438 CEST",,,,,
"Jul 10, 2025 10:39:26.973625406 CEST",,,,,
"Jul 10, 2025 10:39:27.006412014 CEST","10.74.17.220","224.0.0.251","17",,
"Jul 10, 2025 10:39:27.006412541 CEST",,,,,
"Jul 10, 2025 10:39:27.097942282 CEST",,,,,
"Jul 10, 2025 10:39:27.195133494 CEST","10.74.16.187","224.0.0.251","17",,
"Jul 10, 2025 10:39:27.195134292 CEST",,,,,
"Jul 10, 2025 10:39:27.245575498 CEST","10.74.17.220","224.0.0.251","17",,
"Jul 10, 2025 10:39:27.245575875 CEST",,,,,
"Jul 10, 2025 10:39:27.271354265 CEST",,,,,
"Jul 10, 2025 10:39:27.392122321 CEST","10.74.16.247","224.0.0.251","17",,
"Jul 10, 2025 10:39:27.392123328 CEST",,,,,
"Jul 10, 2025 10:39:27.475672122 CEST",,,,,
"Jul 10, 2025 10:39:27.494612109 CEST","10.74.17.220","224.0.0.251","17",,
"Jul 10, 2025 10:39:27.494862935 CEST",,,,,
"Jul 10, 2025 10:39:27.535177947 CEST",,,,,
"Jul 10, 2025 10:39:27.545730455 CEST",,,,,
"Jul 10, 2025 10:39:27.560342289 CEST",,,,,
"Jul 10, 2025 10:39:27.744890265 CEST","10.74.17.220","224.0.0.251","17",,
"Jul 10, 2025 10:39:27.745582463 CEST",,,,,
"Jul 10, 2025 10:39:27.745617117 CEST","10.74.17.220","224.0.0.251","17",,
"Jul 10, 2025 10:39:27.748543080 CEST",,,,,
"Jul 10, 2025 10:39:27.995257274 CEST","10.74.17.220","224.0.0.251","17",,
"Jul 10, 2025 10:39:27.995345334 CEST",,,,,
"Jul 10, 2025 10:39:28.121379321 CEST",,,,,
"Jul 10, 2025 10:39:28.158008325 CEST",,,,,
"Jul 10, 2025 10:39:28.217414004 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:28.217413623 CEST",,,,,
"Jul 10, 2025 10:39:28.219101222 CEST",,,,,
"Jul 10, 2025 10:39:28.227871928 CEST","10.74.16.43","239.254.127.63","17",,
"Jul 10, 2025 10:39:28.233546487 CEST",,,,,
"Jul 10, 2025 10:39:28.265919940 CEST",,,,,
"Jul 10, 2025 10:39:28.266601005 CEST",,,,,
"Jul 10, 2025 10:39:28.266837581 CEST",,,,,
"Jul 10, 2025 10:39:28.269023487 CEST","0.0.0.0","255.255.255.255","17",,
"Jul 10, 2025 10:39:28.272848731 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:28.272919647 CEST",,,,,
"Jul 10, 2025 10:39:28.275166930 CEST",,,,,
"Jul 10, 2025 10:39:28.280532710 CEST",,,,,
"Jul 10, 2025 10:39:28.296711851 CEST",,,,,
"Jul 10, 2025 10:39:28.303318735 CEST",,,,,
"Jul 10, 2025 10:39:28.303345015 CEST","10.74.16.176","224.0.0.252","17",,
"Jul 10, 2025 10:39:28.303487099 CEST",,,,,
"Jul 10, 2025 10:39:28.723368333 CEST",,,,,
"Jul 10, 2025 10:39:28.723369247 CEST","10.74.16.176","224.0.0.252","17",,
"Jul 10, 2025 10:39:28.746073422 CEST","10.74.17.220","224.0.0.251","17",,
"Jul 10, 2025 10:39:28.746073843 CEST",,,,,
"Jul 10, 2025 10:39:28.779324258 CEST",,,,,
"Jul 10, 2025 10:39:28.787237356 CEST","10.74.16.176","239.255.255.250","17",,
"Jul 10, 2025 10:39:28.803374227 CEST",,,,,
"Jul 10, 2025 10:39:28.866698628 CEST",,,,,
"Jul 10, 2025 10:39:28.893488836 CEST",,,,,
"Jul 10, 2025 10:39:28.955372207 CEST",,,,,
"Jul 10, 2025 10:39:29.106225420 CEST",,,,,
"Jul 10, 2025 10:39:29.142716803 CEST",,,,,
"Jul 10, 2025 10:39:29.142717220 CEST","10.74.16.176","224.0.0.252","17",,
"Jul 10, 2025 10:39:29.145288843 CEST",,,,,
"Jul 10, 2025 10:39:29.148250118 CEST",,,,,
"Jul 10, 2025 10:39:29.150207473 CEST",,,,,
"Jul 10, 2025 10:39:29.268950708 CEST",,,,,
"Jul 10, 2025 10:39:29.294563467 CEST",,,,,
"Jul 10, 2025 10:39:29.294713396 CEST",,,,,
"Jul 10, 2025 10:39:29.300047571 CEST",,,,,
"Jul 10, 2025 10:39:29.305999204 CEST",,,,,
"Jul 10, 2025 10:39:29.457160120 CEST",,,,,
"Jul 10, 2025 10:39:29.556483027 CEST",,,,,
"Jul 10, 2025 10:39:29.556483878 CEST","10.74.16.176","224.0.0.252","17",,
"Jul 10, 2025 10:39:29.812412284 CEST",,,,,
"Jul 10, 2025 10:39:30.087156317 CEST","10.74.16.167","224.0.0.251","17",,
"Jul 10, 2025 10:39:30.088635915 CEST",,,,,
"Jul 10, 2025 10:39:30.170167601 CEST",,,,,
"Jul 10, 2025 10:39:30.193846776 CEST",,,,,
"Jul 10, 2025 10:39:30.267981418 CEST",,,,,
"Jul 10, 2025 10:39:30.289785643 CEST",,,,,
"Jul 10, 2025 10:39:30.660344857 CEST","10.74.17.168","224.0.0.251","17",,
"Jul 10, 2025 10:39:30.666320145 CEST",,,,,
"Jul 10, 2025 10:39:30.666459935 CEST","10.74.17.168","224.0.0.251","17",,
"Jul 10, 2025 10:39:30.666460286 CEST",,,,,
"Jul 10, 2025 10:39:30.757712927 CEST","10.74.17.220","224.0.0.251","17",,
"Jul 10, 2025 10:39:30.757713568 CEST",,,,,
"Jul 10, 2025 10:39:30.758621285 CEST",,,,,
"Jul 10, 2025 10:39:30.758658938 CEST",,,,,
"Jul 10, 2025 10:39:30.902454454 CEST",,,,,
"Jul 10, 2025 10:39:30.902455288 CEST",,,,,
"Jul 10, 2025 10:39:30.927140260 CEST","10.74.17.168","224.0.0.251","17",,
"Jul 10, 2025 10:39:30.927207906 CEST",,,,,
"Jul 10, 2025 10:39:30.929095125 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:30.930977547 CEST",,,,,
"Jul 10, 2025 10:39:30.931906356 CEST",,,,,
"Jul 10, 2025 10:39:30.936751552 CEST",,,,,
"Jul 10, 2025 10:39:30.937332267 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:30.937947508 CEST","10.74.16.41","239.254.127.63","17",,
"Jul 10, 2025 10:39:30.940193073 CEST",,,,,
"Jul 10, 2025 10:39:30.948048100 CEST",,,,,
"Jul 10, 2025 10:39:30.957864019 CEST","10.74.16.187","224.0.0.251","17",,
"Jul 10, 2025 10:39:30.957864430 CEST",,,,,
"Jul 10, 2025 10:39:30.988763218 CEST",,,,,
"Jul 10, 2025 10:39:31.090661570 CEST","10.74.16.167","224.0.0.251","17",,
"Jul 10, 2025 10:39:31.091314292 CEST",,,,,
"Jul 10, 2025 10:39:31.191839851 CEST","10.74.17.168","224.0.0.251","17",,
"Jul 10, 2025 10:39:31.193258548 CEST",,,,,
"Jul 10, 2025 10:39:31.194682737 CEST",,,,,
"Jul 10, 2025 10:39:31.268993086 CEST",,,,,
"Jul 10, 2025 10:39:31.310989808 CEST",,,,,
"Jul 10, 2025 10:39:31.318603015 CEST",,,,,
"Jul 10, 2025 10:39:31.390262237 CEST","10.74.16.170","224.0.0.251","17",,
"Jul 10, 2025 10:39:31.394088425 CEST",,,,,
"Jul 10, 2025 10:39:31.459968089 CEST","10.74.17.168","224.0.0.251","17",,
"Jul 10, 2025 10:39:31.460070159 CEST",,,,,
"Jul 10, 2025 10:39:31.460959308 CEST","10.74.17.168","224.0.0.251","17",,
"Jul 10, 2025 10:39:31.461624491 CEST",,,,,
"Jul 10, 2025 10:39:31.486118525 CEST",,,,,
"Jul 10, 2025 10:39:31.791460146 CEST","10.74.16.176","239.255.255.250","17",,
"Jul 10, 2025 10:39:32.170988828 CEST",,,,,
"Jul 10, 2025 10:39:32.217276741 CEST",,,,,
"Jul 10, 2025 10:39:32.269623357 CEST",,,,,
"Jul 10, 2025 10:39:32.299276415 CEST",,,,,
"Jul 10, 2025 10:39:32.633065129 CEST","10.74.16.170","10.74.19.255","17",,
"Jul 10, 2025 10:39:32.886440019 CEST",,,,,
"Jul 10, 2025 10:39:32.886440856 CEST","10.74.17.229","224.0.0.251","17",,
"Jul 10, 2025 10:39:32.886441027 CEST",,,,,
"Jul 10, 2025 10:39:32.886578391 CEST","10.74.17.229","224.0.0.251","17",,
"Jul 10, 2025 10:39:32.898739155 CEST",,,,,
"Jul 10, 2025 10:39:32.916999609 CEST",,,,,
"Jul 10, 2025 10:39:32.946833358 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:32.965765583 CEST","10.74.16.247","224.0.0.251","17",,
"Jul 10, 2025 10:39:32.965766084 CEST",,,,,
"Jul 10, 2025 10:39:32.995595241 CEST",,,,,
"Jul 10, 2025 10:39:33.110088270 CEST",,,,,
"Jul 10, 2025 10:39:33.196402737 CEST","10.74.17.228","239.255.255.250","17",,
"Jul 10, 2025 10:39:33.242647870 CEST",,,,,
"Jul 10, 2025 10:39:33.268848951 CEST",,,,,
"Jul 10, 2025 10:39:33.282127245 CEST",,,,,
"Jul 10, 2025 10:39:33.292354523 CEST",,,,,
"Jul 10, 2025 10:39:33.293247186 CEST","10.74.16.41","239.254.127.63","17",,
"Jul 10, 2025 10:39:33.293331702 CEST",,,,,
"Jul 10, 2025 10:39:33.301149953 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:33.306443637 CEST","10.74.17.229","224.0.0.251","17",,
"Jul 10, 2025 10:39:33.306444088 CEST",,,,,
"Jul 10, 2025 10:39:33.306444251 CEST","10.74.17.229","10.74.19.255","17",,
"Jul 10, 2025 10:39:33.306571067 CEST","10.74.17.229","224.0.0.251","17",,
"Jul 10, 2025 10:39:33.308064521 CEST",,,,,
"Jul 10, 2025 10:39:33.358648595 CEST",,,,,
"Jul 10, 2025 10:39:33.372595489 CEST","10.74.16.170","10.74.19.255","17",,
"Jul 10, 2025 10:39:33.485491233 CEST","10.74.16.41","239.254.127.63","17",,
"Jul 10, 2025 10:39:33.486012681 CEST",,,,,
"Jul 10, 2025 10:39:33.486739716 CEST",,,,,
"Jul 10, 2025 10:39:33.493687313 CEST","10.74.16.42","239.254.127.63","17",,
"Jul 10, 2025 10:39:33.496105751 CEST","10.74.17.228","239.255.255.250","17",,
"Jul 10, 2025 10:39:33.512056461 CEST",,,,,
"Jul 10, 2025 10:39:33.512816525 CEST",,,,,
"Jul 10, 2025 10:39:33.513113951 CEST",,,,,
"Jul 10, 2025 10:39:33.513824424 CEST","10.74.16.41","239.254.127.63","17",,
"Jul 10, 2025 10:39:33.733470835 CEST","10.74.17.229","224.0.0.251","17",,
"Jul 10, 2025 10:39:33.735231462 CEST","10.74.17.229","224.0.0.251","17",,
"Jul 10, 2025 10:39:33.735231896 CEST",,,,,
"Jul 10, 2025 10:39:33.735232046 CEST",,,,,
"Jul 10, 2025 10:39:33.798440069 CEST","10.74.17.228","239.255.255.250","17",,
"Jul 10, 2025 10:39:33.831368302 CEST","10.74.17.116","239.255.255.250","17",,
"Jul 10, 2025 10:39:33.926201831 CEST","10.74.16.247","224.0.0.251","17",,
"Jul 10, 2025 10:39:33.926202425 CEST",,,,,
"Jul 10, 2025 10:39:34.066564869 CEST","10.74.17.229","10.74.19.255","17",,
"Jul 10, 2025 10:39:34.100604668 CEST","10.74.16.167","224.0.0.251","17",,
"Jul 10, 2025 10:39:34.100605335 CEST",,,,,
"Jul 10, 2025 10:39:34.191020242 CEST",,,,,
"Jul 10, 2025 10:39:34.265237295 CEST",,,,,
"Jul 10, 2025 10:39:34.294595544 CEST","10.74.16.170","10.74.19.255","17",,
"Jul 10, 2025 10:39:34.405691248 CEST",,,,,
"Jul 10, 2025 10:39:34.518381290 CEST",,,,,
"Jul 10, 2025 10:39:34.518817581 CEST","0.0.0.0","255.255.255.255","17",,
"Jul 10, 2025 10:39:34.521683938 CEST","10.74.16.41","239.254.127.63","17",,
"Jul 10, 2025 10:39:34.571939444 CEST","10.74.16.161","224.0.0.252","17",,
"Jul 10, 2025 10:39:34.575189217 CEST",,,,,
"Jul 10, 2025 10:39:34.687527971 CEST","87.76.132.156","10.74.18.51","6","1951","80"
"Jul 10, 2025 10:39:34.687635684 CEST","10.74.18.51","87.76.132.156","6","80","1951"
"Jul 10, 2025 10:39:34.697672966 CEST","94.123.107.157","10.74.18.51","6","1952","80"
"Jul 10, 2025 10:39:34.697708107 CEST","10.74.18.51","94.123.107.157","6","80","1952"
"Jul 10, 2025 10:39:34.707758264 CEST","27.155.109.64","10.74.18.51","6","1953","80"
"Jul 10, 2025 10:39:34.707792217 CEST","10.74.18.51","27.155.109.64","6","80","1953"
"Jul 10, 2025 10:39:34.717950671 CEST","132.135.6.195","10.74.18.51","6","1954","80"
"Jul 10, 2025 10:39:34.717997156 CEST","10.74.18.51","132.135.6.195","6","80","1954"
"Jul 10, 2025 10:39:34.728138530 CEST","210.107.39.24","10.74.18.51","6","1955","80"
"Jul 10, 2025 10:39:34.728169576 CEST","10.74.18.51","210.107.39.24","6","80","1955"
"Jul 10, 2025 10:39:34.738330259 CEST","157.255.87.206","10.74.18.51","6","1956","80"
"Jul 10, 2025 10:39:34.738361045 CEST","10.74.18.51","157.255.87.206","6","80","1956"
"Jul 10, 2025 10:39:34.748478598 CEST","55.52.21.73","10.74.18.51","6","1957","80"
"Jul 10, 2025 10:39:34.748509787 CEST","10.74.18.51","55.52.21.73","6","80","1957"
"Jul 10, 2025 10:39:34.757881296 CEST","10.74.17.220","224.0.0.251","17",,
"Jul 10, 2025 10:39:34.757881700 CEST",,,,,
"Jul 10, 2025 10:39:34.758509045 CEST","255.118.134.213","10.74.18.51","6","1958","80"
"Jul 10, 2025 10:39:34.758536303 CEST","10.74.18.51","255.118.134.213","6","80","1958"
"Jul 10, 2025 10:39:34.768708223 CEST","105.223.73.158","10.74.18.51","6","1959","80"
"Jul 10, 2025 10:39:34.768738640 CEST","10.74.18.51","105.223.73.158","6","80","1959"
"Jul 10, 2025 10:39:34.778938672 CEST","54.227.103.64","10.74.18.51","6","1960","80"
"Jul 10, 2025 10:39:34.778969141 CEST","10.74.18.51","54.227.103.64","6","80","1960"
"Jul 10, 2025 10:39:34.787126285 CEST","10.74.16.176","239.255.255.250","17",,
"Jul 10, 2025 10:39:34.789061004 CEST","56.203.22.24","10.74.18.51","6","1961","80"
"Jul 10, 2025 10:39:34.789091372 CEST","10.74.18.51","56.203.22.24","6","80","1961"
"Jul 10, 2025 10:39:34.799211866 CEST","24.87.40.227","10.74.18.51","6","1962","80"
"Jul 10, 2025 10:39:34.799242871 CEST","10.74.18.51","24.87.40.227","6","80","1962"
"Jul 10, 2025 10:39:34.809403221 CEST","82.114.54.70","10.74.18.51","6","1963","80"
"Jul 10, 2025 10:39:34.809434357 CEST","10.74.18.51","82.114.54.70","6","80","1963"
"Jul 10, 2025 10:39:34.819547251 CEST","181.244.7.181","10.74.18.51","6","1964","80"
"Jul 10, 2025 10:39:34.819578301 CEST","10.74.18.51","181.244.7.181","6","80","1964"
"Jul 10, 2025 10:39:34.826348493 CEST","10.74.17.229","10.74.19.255","17",,
"Jul 10, 2025 10:39:34.829718053 CEST","157.24.204.204","10.74.18.51","6","1965","80"
"Jul 10, 2025 10:39:34.829748418 CEST","10.74.18.51","157.24.204.204","6","80","1965"
"Jul 10, 2025 10:39:34.839815826 CEST","10.74.17.116","239.255.255.250","17",,
"Jul 10, 2025 10:39:34.839816336 CEST","94.42.47.78","10.74.18.51","6","1966","80"
"Jul 10, 2025 10:39:34.839859694 CEST","10.74.18.51","94.42.47.78","6","80","1966"
"Jul 10, 2025 10:39:34.850062810 CEST","94.1.253.134","10.74.18.51","6","1967","80"
"Jul 10, 2025 10:39:34.850092919 CEST","10.74.18.51","94.1.253.134","6","80","1967"
"Jul 10, 2025 10:39:34.860214532 CEST","173.31.49.10","10.74.18.51","6","1968","80"
"Jul 10, 2025 10:39:34.860244864 CEST","10.74.18.51","173.31.49.10","6","80","1968"
"Jul 10, 2025 10:39:34.870396307 CEST","143.241.214.42","10.74.18.51","6","1969","80"
"Jul 10, 2025 10:39:34.870426276 CEST","10.74.18.51","143.241.214.42","6","80","1969"
"Jul 10, 2025 10:39:34.880571488 CEST","32.83.83.101","10.74.18.51","6","1970","80"
"Jul 10, 2025 10:39:34.880602013 CEST","10.74.18.51","32.83.83.101","6","80","1970"
"Jul 10, 2025 10:39:34.886068961 CEST",,,,,
"Jul 10, 2025 10:39:34.890715474 CEST","22.17.73.158","10.74.18.51","6","1971","80"
"Jul 10, 2025 10:39:34.890747799 CEST","10.74.18.51","22.17.73.158","6","80","1971"
"Jul 10, 2025 10:39:34.901058564 CEST","127.226.155.97","10.74.18.51","6","1972","80"
"Jul 10, 2025 10:39:34.911012585 CEST","221.195.173.139","10.74.18.51","6","1973","80"
