No.,timestamp,src_ip,dst_ip,proto,Length,Info,src_port,dst_port,label,src_ip_entropy,dst_ip_entropy,src_port_var,dst_port_var,is_ip_aleatoire_80,ip_aleatoire_80,is_ip_aleatoire_port,is_ip_source_unique,is_ip_source_rare_on_port,is_new_src_ip_on_port_10_74
8221.0,155.93905764,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8222.0,155.939057756,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8223.0,155.93905787,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8224.0,155.93905798,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8225.0,155.939058087,92.122.166.20,10.74.18.60,QUIC,180.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8226.0,155.93905819,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8227.0,155.940409978,92.122.166.20,10.74.18.60,QUIC,482.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8228.0,155.940410335,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8229.0,155.940410446,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8230.0,155.940410556,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8231.0,155.940410666,92.122.166.20,10.74.18.60,QUIC,1356.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8232.0,155.940410776,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8233.0,155.941724896,92.122.166.20,10.74.18.60,QUIC,481.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8234.0,155.94172526,92.122.166.20,10.74.18.60,QUIC,459.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8235.0,155.941725367,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8236.0,155.942008426,92.122.166.20,10.74.18.60,QUIC,78.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8237.0,155.942008639,92.122.166.20,10.74.18.60,QUIC,77.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8238.0,155.946149255,10.74.18.60,92.122.166.20,QUIC,280.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8239.0,155.946176791,92.122.166.20,10.74.18.60,QUIC,483.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8240.0,155.946177191,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8241.0,155.946177321,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8242.0,155.946177435,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8243.0,155.946177545,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8244.0,155.946177652,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8245.0,155.946177755,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8246.0,155.946177862,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8247.0,155.946232917,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8248.0,155.946233134,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8249.0,155.946233294,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8250.0,155.946233454,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8251.0,155.946233607,92.122.166.20,10.74.18.60,QUIC,410.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8252.0,155.946233764,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8253.0,155.946233918,92.122.166.20,10.74.18.60,QUIC,67.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8254.0,155.94626401,10.74.18.60,92.122.166.20,QUIC,78.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8255.0,155.947814367,92.122.166.20,10.74.18.60,QUIC,479.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8256.0,155.947814757,92.122.166.20,10.74.18.60,QUIC,97.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8257.0,155.947814887,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8258.0,155.947991191,92.122.166.20,10.74.18.60,QUIC,78.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8259.0,155.948035206,92.122.166.20,10.74.18.60,QUIC,78.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8260.0,155.950761335,92.122.166.20,10.74.18.60,QUIC,482.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8261.0,155.950761696,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8262.0,155.950761802,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8263.0,155.950761916,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8264.0,155.950762033,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8265.0,155.950762146,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8266.0,155.950762253,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8267.0,155.95076236,92.122.166.20,10.74.18.60,QUIC,782.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8268.0,155.950827479,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8269.0,155.95118943,10.74.18.60,92.122.166.20,QUIC,282.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8270.0,155.952791054,92.122.166.20,10.74.18.60,QUIC,483.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8271.0,155.952791447,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8272.0,155.952791554,92.122.166.20,10.74.18.60,QUIC,1196.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8273.0,155.952791668,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8274.0,155.952896244,10.74.18.60,92.122.166.20,QUIC,456.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8275.0,155.953000509,92.122.166.20,10.74.18.60,QUIC,78.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8276.0,155.955631547,92.122.166.20,10.74.18.60,QUIC,485.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8277.0,155.956315986,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8278.0,155.956316373,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8279.0,155.956316479,92.122.166.20,10.74.18.60,QUIC,826.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8280.0,155.956316593,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8281.0,155.957117989,10.74.18.60,92.122.166.20,QUIC,87.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8282.0,155.958280629,92.122.166.20,10.74.18.60,QUIC,78.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8283.0,155.961143661,92.122.166.20,10.74.18.60,QUIC,493.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8284.0,155.961144022,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8285.0,155.961144152,92.122.166.20,10.74.18.60,QUIC,957.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8286.0,155.961144259,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8287.0,155.961367727,10.74.18.60,92.122.166.20,QUIC,474.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8288.0,155.963186039,92.122.166.20,10.74.18.60,QUIC,77.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8289.0,155.963785264,10.74.18.60,92.122.166.20,QUIC,279.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8290.0,155.964720964,10.74.18.60,92.122.166.20,QUIC,282.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8291.0,155.965508567,10.74.18.60,92.122.166.20,QUIC,263.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8292.0,155.96583564,92.122.166.20,10.74.18.60,QUIC,486.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8293.0,155.965835994,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8294.0,155.965836121,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8295.0,155.96586628,92.122.166.20,10.74.18.60,QUIC,555.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8296.0,155.965884885,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8297.0,155.965902201,92.122.166.20,10.74.18.60,QUIC,81.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8298.0,155.967608675,92.122.166.20,10.74.18.60,QUIC,487.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8299.0,155.967609045,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8300.0,155.967609169,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8301.0,155.967609282,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8302.0,155.967609396,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8303.0,155.967609503,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8304.0,155.967609609,92.122.166.20,10.74.18.60,QUIC,268.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8305.0,155.967609713,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8306.0,155.968615092,10.74.18.60,92.122.166.20,QUIC,279.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8307.0,155.968941888,92.122.166.20,10.74.18.60,QUIC,489.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8308.0,155.968942232,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8309.0,155.968942339,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8310.0,155.968942452,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8311.0,155.968942569,92.122.166.20,10.74.18.60,QUIC,578.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8312.0,155.968942679,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8313.0,155.972241405,92.122.166.20,10.74.18.60,QUIC,71.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8314.0,155.973327332,92.122.166.20,10.74.18.60,QUIC,80.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8315.0,155.973551895,10.74.18.60,92.122.166.20,QUIC,302.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8316.0,155.974131061,10.74.18.60,92.122.166.20,QUIC,263.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8317.0,155.975279033,92.122.166.20,10.74.18.60,QUIC,492.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8318.0,155.975279363,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8319.0,155.975279473,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8320.0,155.975279587,92.122.166.20,10.74.18.60,QUIC,558.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8321.0,155.9752797,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8322.0,155.975974251,10.74.18.60,92.122.166.20,QUIC,478.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8323.0,155.97647685,92.122.166.20,10.74.18.60,QUIC,492.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8324.0,155.976477173,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8325.0,155.97647728,92.122.166.20,10.74.18.60,QUIC,681.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8326.0,155.976477397,92.122.166.20,10.74.18.60,QUIC,69.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8327.0,155.97764595,92.122.166.20,10.74.18.60,QUIC,78.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8328.0,155.977999781,92.122.166.20,10.74.18.60,QUIC,78.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8329.0,155.978000092,92.122.166.20,10.74.18.60,QUIC,78.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8330.0,155.979145568,10.74.18.60,92.122.166.20,QUIC,87.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8331.0,155.981303127,10.74.18.60,92.122.166.20,QUIC,486.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8332.0,155.982445253,92.122.166.20,10.74.18.60,QUIC,495.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8333.0,155.9824456,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8334.0,155.982445727,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8335.0,155.982445847,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8336.0,155.982445957,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8337.0,155.982446067,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8338.0,155.982446177,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8339.0,155.982446284,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8340.0,155.982484288,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8341.0,155.982484391,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8342.0,155.982484512,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8343.0,155.982531951,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8344.0,155.982532054,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8345.0,155.982545884,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8346.0,155.982568096,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8347.0,155.982589408,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8348.0,155.982623031,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8349.0,155.982623157,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8350.0,155.982694918,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8351.0,155.98270485,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8352.0,155.98270498,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8353.0,155.982722044,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8354.0,155.982761653,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8355.0,155.982761796,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8356.0,155.982799004,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8357.0,155.982799104,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8358.0,155.982806561,10.74.18.60,92.122.166.20,QUIC,263.0,"Protected Payload (KP0), DCID=0864daf29480ff2e",0,0,0,2.663532754804255,2.4116022179746714,0,0,0,1.0,0,0,0,0
8359.0,155.982868469,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
8360.0,155.982896431,92.122.166.20,10.74.18.60,QUIC,1494.0,"Protected Payload (KP0), DCID=0068db",0,0,0,2.4116022179746714,2.663532754804255,0,0,0,1.0,0,0,0,0
